date,ticker,simfinid_x,open,high,low,close,adj._close,volume,dividend,shares_outstanding,simfinid_y,company_name,industryid,isin,end_of_financial_year_(month),market,main_currency,ma_5,ma_20,volatility_10,price_movement
2021-08-09,AMZN,62747,167.18,167.74,166.43,167.09,167.09,42964400,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,167.83800000000002,176.4145,6.571963684215796,0
2021-08-10,AMZN,62747,167.25,167.9,165.75,166.03,166.03,48251020,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,167.382,175.5225,5.761609439498543,0
2021-08-11,AMZN,62747,166.57,166.88,163.89,164.61,164.61,58944980,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,166.75600000000003,174.54900000000004,4.287757248516803,1
2021-08-12,AMZN,62747,164.5,165.73,163.48,165.18,165.18,46476460,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,166.032,173.73,1.320472979229697,0
2021-08-13,AMZN,62747,165.28,165.3,164.15,164.7,164.7,40691080,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,165.522,173.031,1.4768871167230428,1
2021-08-16,AMZN,62747,164.15,165.0,160.56,164.95,164.95,66569880,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,165.094,172.4045,1.5698775606850943,0
2021-08-17,AMZN,62747,163.88,164.02,161.28,162.1,162.1,67758440,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,164.308,171.5765,1.943246138692387,0
2021-08-18,AMZN,62747,162.1,162.7,160.0,160.06,160.06,56086220,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.398,170.6165,2.5377770237374797,0
2021-08-19,AMZN,62747,159.7,161.65,159.12,159.39,159.39,75657240,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.23999999999998,169.491,2.7404225140557457,1
2021-08-20,AMZN,62747,160.19,160.39,158.79,160.0,160.0,67168560,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,161.3,168.34949999999998,2.7837323067320843,1
2021-08-23,AMZN,62747,160.59,164.04,160.5,163.29,163.29,65362620,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,160.968,167.2645,2.4670740654534455,1
2021-08-24,AMZN,62747,164.0,165.77,163.73,165.29,165.29,51036820,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,161.606,166.463,2.3765617087599735,0
2021-08-25,AMZN,62747,165.49,166.05,164.31,164.96,164.96,33606120,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.58599999999998,165.635,2.4060054493310643,1
2021-08-26,AMZN,62747,164.95,166.6,164.8,165.8,165.8,41975220,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.868,164.925,2.4756332523191986,1
2021-08-27,AMZN,62747,166.66,167.62,165.69,167.48,167.48,48047380,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,165.36399999999998,164.98,2.813976229858851,1
2021-08-30,AMZN,62747,167.87,172.25,167.76,171.08,171.08,63844880,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,166.922,165.2055,3.72561777129189,1
2021-08-31,AMZN,62747,171.24,173.63,169.78,173.54,173.54,87128260,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.572,165.467,4.71987158488083,1
2021-09-01,AMZN,62747,174.82,176.35,173.76,173.95,173.95,72598220,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,170.37,165.77749999999997,5.103680153683051,0
2021-09-02,AMZN,62747,174.74,175.6,172.75,173.16,173.16,58511880,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,171.84199999999998,165.99550000000002,4.829033144543293,1
2021-09-03,AMZN,62747,172.6,174.13,171.82,173.9,173.9,51566480,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,173.126,166.328,4.286879854728248,1
2021-09-07,AMZN,62747,173.9,176.4,173.85,175.46,175.46,54823680,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,174.002,166.74650000000003,4.133190320104766,1
2021-09-08,AMZN,62747,175.58,177.28,174.78,176.28,176.28,61067280,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,174.55,167.259,4.065722431361234,0
2021-09-09,AMZN,62747,176.3,177.5,174.02,174.21,174.21,54384820,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,174.602,167.73899999999998,3.3937629066644104,0
2021-09-10,AMZN,62747,175.09,175.42,173.15,173.46,173.46,47945380,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,174.662,168.153,2.450332403751203,0
2021-09-13,AMZN,62747,174.14,174.9,171.9,172.86,172.86,51380440,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,174.454,168.561,1.4134433919355287,0
2021-09-14,AMZN,62747,173.78,174.34,171.89,172.5,172.5,38737940,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,173.86200000000002,168.9385,1.1594423947098857,1
2021-09-15,AMZN,62747,172.13,174.27,170.1,173.79,173.79,59150740,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,173.364,169.523,1.1527267190764707,1
2021-09-16,AMZN,62747,173.0,174.63,172.31,174.41,174.41,51671960,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,173.404,170.2405,1.1615607316525574,0
2021-09-17,AMZN,62747,174.42,174.87,172.61,173.13,173.13,92331120,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,173.338,170.9275,1.1640160365378254,0
2021-09-20,AMZN,62747,169.8,170.95,165.25,167.79,167.79,93382600,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,172.32399999999998,171.317,2.2855898825238476,0
2021-09-21,AMZN,62747,168.75,168.99,166.62,167.18,167.18,55617560,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,171.26,171.5115,2.8756079550411333,1
2021-09-22,AMZN,62747,167.55,169.45,167.05,169.0,169.0,48228060,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,170.302,171.697,2.748171311170522,1
2021-09-23,AMZN,62747,169.0,171.45,169.0,170.8,170.8,47588280,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.58,171.989,2.6294519919106936,1
2021-09-24,AMZN,62747,170.1,171.46,169.67,171.28,171.28,42324820,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.21,172.26299999999998,2.53690187257934,0
2021-09-27,AMZN,62747,168.57,170.78,166.98,170.29,170.29,72689000,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.70999999999998,172.40349999999998,2.4880873957468745,0
2021-09-28,AMZN,62747,167.89,168.46,164.5,165.8,165.8,88616380,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.43400000000003,172.1395,2.9105938683802273,0
2021-09-29,AMZN,62747,166.11,167.56,164.89,165.06,165.06,51245360,0.0,10086474720.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.64600000000002,171.7155,3.068130809899248,0
2021-09-30,AMZN,62747,165.8,166.39,163.7,164.25,164.25,56940660,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,167.336,171.2305,2.9311423635747222,0
2021-10-01,AMZN,62747,164.45,165.46,162.8,164.16,164.16,56712340,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,165.91199999999998,170.78050000000002,2.7064427247236456,0
2021-10-04,AMZN,62747,163.97,164.0,158.81,159.49,159.49,90461140,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.752,170.06,3.7136847529686983,1
2021-10-05,AMZN,62747,160.22,163.04,160.12,161.05,161.05,65384160,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.80200000000002,169.3395,4.115520218229367,1
2021-10-06,AMZN,62747,160.68,163.22,159.93,163.1,163.1,50659540,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.41,168.6805,4.079201446905115,1
2021-10-07,AMZN,62747,164.58,166.29,164.15,165.12,165.12,48181500,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.584,168.226,3.634788699343817,0
2021-10-08,AMZN,62747,165.85,166.07,164.41,164.43,164.43,39964340,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,162.638,167.7745,2.87810605163073,0
2021-10-11,AMZN,62747,163.75,164.63,161.91,162.31,162.31,40684060,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.202,167.247,1.9962300579927832,1
2021-10-12,AMZN,62747,162.85,163.38,161.81,162.37,162.37,36391420,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.46599999999998,166.7405,1.8414076740938823,1
2021-10-13,AMZN,62747,163.49,164.42,163.05,164.21,164.21,48501720,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.68800000000002,166.2615,1.7604636384236667,1
2021-10-14,AMZN,62747,165.12,165.63,164.54,164.99,164.99,42240400,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,163.66199999999998,165.7905,1.8307075135011703,1
2021-10-15,AMZN,62747,165.57,170.52,165.2,170.45,170.45,103598820,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,164.866,165.6565,2.959289704565074,1
2021-10-18,AMZN,62747,169.42,172.46,169.25,172.34,172.34,63482300,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,166.87199999999999,165.884,3.6192910601064416,0
2021-10-19,AMZN,62747,171.71,172.73,171.1,172.21,172.21,47721580,0.0,10140000000.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.84,166.1355,3.958038374973881,0
2021-10-20,AMZN,62747,172.63,173.14,170.02,170.75,170.75,42795540,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,170.148,166.223,4.040818948897054,1
2021-10-21,AMZN,62747,170.71,172.01,170.15,171.75,171.75,37627700,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,171.5,166.2705,4.251453215599559,0
2021-10-22,AMZN,62747,171.05,171.49,166.56,166.78,166.78,62781060,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,170.766,166.0455,4.120871536727335,0
2021-10-25,AMZN,62747,166.75,167.39,164.88,166.02,166.02,44519120,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.502,165.832,3.717337906499516,1
2021-10-26,AMZN,62747,167.48,170.81,167.2,168.8,168.8,53966840,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.82,165.98200000000003,3.105035337066424,1
2021-10-27,AMZN,62747,169.4,171.85,168.57,169.62,169.62,54044480,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.594,166.21,2.648355674331577,1
2021-10-28,AMZN,62747,170.1,173.95,169.3,172.33,172.33,114174660,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.71,166.614,2.2924768264883535,0
2021-10-29,AMZN,62747,165.0,168.74,163.67,168.62,168.62,129721540,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.078,166.837,2.334532073025816,0
2021-11-01,AMZN,62747,168.09,168.79,164.6,165.91,165.91,71640880,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,169.05599999999998,167.15800000000002,2.47577799219826,0
2021-11-02,AMZN,62747,165.75,166.56,164.18,165.64,165.64,51245540,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.424,167.3875,2.483285458148863,1
2021-11-03,AMZN,62747,165.45,169.75,164.88,169.2,169.2,67943780,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.34,167.6925,2.382011521566575,1
2021-11-04,AMZN,62747,168.5,174.93,168.25,173.85,173.85,107060400,0.0,10142952400.0,62747,AMAZON COM INC,103002.0,US0231351067,12.0,us,USD,168.644,168.129,2.765329194787209,1
